GuestlD,GuestName,Gender,Age,CustomerNationality,BookingDate,CheckInDate,CheckOutDate,Children,TotalGuests,RoomCount,CustomerType,ReservationStatus,RepeatGuests,StayingDuration,DaysUntilCheckIn
1742,Martha Koch,Male,48,Russian,7/17/2019,7/21/2019,8/12/2019,1,3,1,Leisure,Completed,First-Time Visitor,44,6
1743,Pedro White,Male,35,Azerbaijani,3/16/2018,3/16/2018,3/18/2018,1,3,1,Leisure,Early Check-Out,Regular Guest,4,12
1744,Jeffrey ,Male,30,Russian,8/31/2022,8/31/2022,9/2/2022,1,3,1,Leisure,Completed,First-Time Visitor,4,12
1745,Katie Hunt,Male,30,Turkish,8/3/2022,8/4/2022,8/9/2022,1,3,1,Leisure,Completed,First-Time Visitor,5,8
1746,Brenda Rowe,Male,46,Russian,9/14/2018,9/14/2018,9/15/2018,0,3,1,Business,Completed,First-Time Visitor,3,12
1747,Jeff Chavez,Male,34,Russian,3/6/2020,3/6/2020,3/7/2020,0,2,1,Business,Early Check-Out,First-Time Visitor,3,12
1748,John Smith,Male,47,Russian,12/14/2022,12/15/2022,12/16/2022,0,2,1,Corporate,Completed,First-Time Visitor,3,8
1749,Britney Nelson,Male,25,Russian,6/5/2018,7/22/2018,7/29/2018,1,3,1,Leisure,Completed,Regular Guest,7,15
1750,Lillian Turner,Male,54,Azerbaijani,11/8/2022,11/11/2022,11/13/2022,0,2,1,Business,Early Check-Out,First-Time Visitor,4,9
1751,Tamia Kuphal,Male,54,Russian,8/3/2022,10/31/2022,11/7/2022,1,3,2,Leisure,Completed,First-Time Visitor,7,17
1752,Jane Harrington,Male,45,Indian,8/27/2017,9/1/2017,9/6/2017,1,3,1,Leisure,Completed,First-Time Visitor,5,5
1753,MOHAMED BEN RICHARD,Male,32,Russian,1/1/2023,2/1/2023,2/10/2023,1,3,1,Leisure,Completed,Regular Guest,9,7
1754,Elizabeth Coleman,Female,63,Indian,2/27/2016,2/28/2016,3/4/2016,0,2,1,Corporate,Completed,First-Time Visitor,5,8
1755,Bob Ross,Male,45,Russian,2/20/2023,5/5/2023,5/6/2023,0,2,1,Business,Completed,Regular Guest,3,9
1756,James Miller,Male,35,Russian,9/20/2019,9/21/2019,9/24/2019,1,3,1,Leisure,Completed,First-Time Visitor,3,8
1757,Coleman Hess,Male,39,Azerbaijani,11/7/2019,11/10/2019,11/12/2019,0,3,2,Business,Completed,First-Time Visitor,4,9
1758,Jonathan Lopez,Female,31,Russian,7/20/2018,8/23/2018,8/25/2018,1,3,1,Leisure,Completed,Regular Guest,4,13
1759,Alyssa Hayek,Female,34,Russian,8/16/2022,10/31/2022,11/2/2022,1,3,1,Leisure,Completed,First-Time Visitor,4,9
1760,Elwyn Wilson,Male,43,Azerbaijani,6/9/2019,6/19/2019,6/20/2019,1,3,1,Leisure,Completed,First-Time Visitor,3,21
1761,Geoffrey Hess,Male,25,Russian,10/26/2022,11/3/2022,11/6/2022,1,3,1,Leisure,Completed,Regular Guest,3,8
1762,Jerry Neal,Male,36,Russian,7/3/2018,8/12/2018,8/14/2018,0,2,1,Business,Completed,First-Time Visitor,4,21
1763,Judy Denesik,Male,45,Russian,1/1/2023,2/1/2023,2/10/2023,1,3,1,Leisure,Completed,First-Time Visitor,9,7
1764,Akram Alcorn,Male,35,Azerbaijani,4/11/2023,4/13/2023,4/14/2023,1,3,1,Leisure,Completed,First-Time Visitor,3,7
1765,Michelle Unger,Male,20,Russian,12/6/2022,12/7/2022,12/10/2022,1,3,1,Leisure,Completed,Regular Guest,3,8
1766,Jimmy Lee,Male,53,Russian,1/1/2023,2/1/2023,2/10/2023,1,3,1,Leisure,Completed,First-Time Visitor,9,7
1767,Mr Malcolm Lowe,Male,46,Russian,6/12/2017,6/12/2017,6/13/2017,1,3,1,Leisure,Completed,First-Time Visitor,3,12
1768,Jamie Rimkus,Female,50,Azerbaijani,6/1/2019,6/22/2019,6/27/2019,1,3,1,Leisure,Completed,Regular Guest,5,16
1769,Douglas Lansbury,Female,52,Iranian,2/6/2022,3/22/2022,3/25/2022,0,2,1,Business,Completed,Regular Guest,3,15
1770,Mr Travis Henry,Male,42,Saudi Arabian,3/21/2023,5/20/2023,5/21/2023,1,3,1,Leisure,Early Check-Out,First-Time Visitor,3,21
1771,Kelly Kennedy,Male,30,Azerbaijani,11/6/2018,1/23/2019,1/25/2019,0,2,1,Business,Completed,First-Time Visitor,4,16
1772,Anthony Konig,Male,55,Azerbaijani,1/1/2023,2/1/2023,2/10/2023,1,3,1,Leisure,Completed,Regular Guest,9,7
1773,Chris Mitchell,Male,41,Russian,9/10/2019,9/10/2019,9/11/2019,1,3,1,Leisure,Completed,Regular Guest,3,12
1774,Roger Culver,Female,17,Iranian,10/28/2020,10/28/2020,10/31/2020,0,2,1,Corporate,Completed,Regular Guest,3,12
1775,Tonja Blankenship,Male,68,Russian,2/13/2019,2/25/2019,3/4/2019,1,3,1,Leisure,Early Check-Out,First-Time Visitor,7,17
1776,Alicia Schmidt,Female,34,Russian,4/27/2020,7/18/2020,7/24/2020,0,2,1,Corporate,Completed,First-Time Visitor,6,17
1777,Sharon Wills,Female,60,Russian,9/25/2016,11/16/2016,11/25/2016,0,2,1,Business,Completed,First-Time Visitor,9,30
1778,Mr Xavier Cummings,Male,53,Iranian,12/6/2022,12/28/2022,12/29/2022,1,3,2,Leisure,Completed,First-Time Visitor,3,16
1779,Mr Liam Marsh,Male,39,Iranian,9/30/2021,9/30/2021,10/2/2021,1,3,1,Leisure,Completed,First-Time Visitor,4,12
1780,T Swain,Male,46,Saudi Arabian,1/1/2023,2/1/2023,2/10/2023,1,3,1,Leisure,Completed,First-Time Visitor,9,7
1781,Lee Kramer Jr,Male,41,Turkish,4/14/2019,4/16/2019,4/19/2019,2,1,1,Leisure,Completed,First-Time Visitor,3,7
1782,Randall Madden,Female,47,Russian,6/4/2019,8/26/2019,8/28/2019,1,3,1,Leisure,Completed,First-Time Visitor,4,17
1783,Moshe Stoltenberg,Female,32,Indian,12/14/2017,3/5/2018,3/8/2018,1,3,1,Leisure,Completed,First-Time Visitor,3,17
1784,Kurtis Champlin,Male,40,Turkish,7/1/2019,7/21/2019,7/22/2019,1,3,1,Leisure,Early Check-Out,First-Time Visitor,3,21
1785,Ian Reese,Female,39,Russian,9/5/2019,9/7/2019,9/10/2019,0,2,1,Business,Completed,First-Time Visitor,3,7
1786,Fabian Farmer,Male,30,Azerbaijaniese,6/29/2021,6/30/2021,7/1/2021,0,2,1,Business,Completed,Regular Guest,3,8
1787,Pedro Garca,Male,16,Indian,6/1/2020,6/10/2020,6/16/2020,0,2,1,Business,Early Check-Out,First-Time Visitor,6,9
1788,Jamie Olson,Male,34,Russian,6/1/2020,6/18/2020,6/26/2020,1,3,1,Leisure,Early Check-Out,First-Time Visitor,8,17
1789,Kwame Jackson,Male,54,Saudi Arabian,11/10/2022,11/18/2022,11/19/2022,1,1,1,Leisure,Completed,First-Time Visitor,3,8
1790,Brayden Cobb,Male,20,Saudi Arabian,10/27/2019,10/31/2019,11/3/2019,0,2,1,Corporate,Completed,First-Time Visitor,3,6
1791,Mrs Jean Cunningham,Male,26,Saudi Arabian,1/1/2023,3/26/2023,3/27/2023,1,3,1,Leisure,Completed,First-Time Visitor,3,16
1792,John Doe,Female,30,Russian,3/3/2022,3/12/2022,3/13/2022,1,3,1,Leisure,Completed,Regular Guest,3,9
1793,Kristen Allen,Male,34,Russian,11/10/2019,11/13/2019,11/15/2019,1,3,1,Leisure,Early Check-Out,First-Time Visitor,4,9
1794,Karla Doyle,Male,53,Saudi Arabian,1/3/2018,3/10/2018,3/12/2018,1,3,2,Leisure,Completed,First-Time Visitor,4,15
1795,Jordan Barber,Male,36,Azerbaijani,12/8/2022,1/12/2023,1/14/2023,1,3,1,Leisure,Completed,First-Time Visitor,4,17
1796,Morris Spence,Male,49,Iranian,2/25/2021,2/26/2021,3/5/2021,1,3,1,Leisure,Completed,First-Time Visitor,7,8
1797,Mrs Roger Simpson,Female,29,Turkish,7/25/2022,7/25/2022,7/27/2022,1,3,1,Leisure,Early Check-Out,Regular Guest,4,12
1798,Jacob and Mia Stanton,Female,49,Turkish,1/11/2023,3/21/2023,3/22/2023,1,3,1,Leisure,Completed,First-Time Visitor,3,15
1799,Debora Ebert,Male,54,Russian,1/1/2023,2/1/2023,2/10/2023,0,2,1,Corporate,Completed,First-Time Visitor,9,7
1800,Alma Sutton,Female,48,Azerbaijani,10/7/2022,10/9/2022,10/12/2022,1,3,1,Leisure,Completed,Regular Guest,3,7
1801,Mr Tyree Mc Cormick,Female,42,Russian,10/16/2022,10/16/2022,10/17/2022,1,3,1,Leisure,Completed,First-Time Visitor,3,12
1802,Randall Kling,Male,54,Russian,3/3/2018,5/2/2018,5/5/2018,1,3,1,Leisure,Completed,First-Time Visitor,3,21
1803,Wayne Lowe,Male,34,Turkish,7/26/2019,7/27/2019,7/28/2019,1,3,2,Leisure,Completed,First-Time Visitor,3,8
1804,Khamila Davis,Male,47,Azerbaijani,9/14/2020,9/24/2020,9/26/2020,0,2,1,Business,Completed,Regular Guest,4,21
1805,Alice Jones,Male,46,Indian,1/2/2022,1/2/2022,1/5/2022,1,3,1,Leisure,Early Check-Out,First-Time Visitor,3,12
1806,Doug Morgan,Female,63,Russian,3/26/2023,3/26/2023,4/2/2023,0,2,1,Corporate,Completed,First-Time Visitor,7,12
1807,William Thompson,Male,26,Turkish,2/2/2023,4/10/2023,4/13/2023,1,3,1,Leisure,Completed,Regular Guest,3,15
1808,Alfie Ramsay,Male,35,Russian,1/1/2023,2/1/2023,2/10/2023,1,3,1,Leisure,Completed,First-Time Visitor,9,7
1809,Rahul G,Male,34,Russian,12/11/2018,1/5/2019,1/7/2019,1,3,1,Leisure,Completed,First-Time Visitor,4,16
1810,James David,Male,37,Saudi Arabian,8/21/2020,9/24/2020,9/27/2020,1,3,1,Leisure,Early Check-Out,First-Time Visitor,3,13
1811,Maggie Ferdinand,Male,35,Russian,1/7/2018,3/20/2018,3/22/2018,0,3,1,Corporate,Early Check-Out,First-Time Visitor,4,16
1812,Hungarian,Male,37,Russian,11/10/2019,11/12/2019,11/13/2019,1,3,1,Leisure,Completed,Regular Guest,3,7
1813,Anna,Male,30,Iranian,4/1/2019,4/21/2019,4/22/2019,1,3,1,Leisure,Completed,Regular Guest,3,21
1814,Claire Higgins,Male,42,German,3/17/2021,4/4/2021,4/7/2021,1,3,1,Leisure,Completed,First-Time Visitor,3,17
1815,Bradley Turner,Male,32,Russian,6/20/2016,7/2/2016,7/5/2016,1,3,1,Leisure,Completed,First-Time Visitor,3,17
121,Ms Tiffany Kling,Male,37,Russian,3/10/2017,4/10/2017,4/11/2017,1,3,1,Leisure,Completed,First-Time Visitor,3,7
1817,Susan Jacobson,Male,31,Turkish,10/25/2022,11/27/2022,12/2/2022,0,2,1,Corporate,Early Check-Out,Regular Guest,5,17
1818,Andrew Luna,Female,38,Saudi Arabian,6/1/2019,6/1/2019,6/3/2019,1,3,2,Leisure,Early Check-Out,First-Time Visitor,4,12
1819,Hannah Cook,Male,50,Azerbaijani,8/26/2022,9/7/2022,9/10/2022,1,3,1,Leisure,Completed,Regular Guest,3,17
1820,Anthony Bond,Male,32,Turkish,8/10/2020,8/10/2020,8/21/2020,1,3,1,Leisure,Completed,First-Time Visitor,33,12
1821,Akshay,Female,26,Saudi Arabian,2/13/2022,2/15/2022,2/18/2022,0,1,1,Business,Completed,First-Time Visitor,3,7
1822,Mr Munish Kumar,Male,45,Russian,4/13/2019,5/11/2019,5/12/2019,0,1,1,Business,Early Check-Out,Regular Guest,3,16
1823,Jimmy,Male,31,Turkish,8/6/2019,8/7/2019,8/11/2019,0,1,1,Business,Completed,Regular Guest,4,8
1824,Nancy,Male,36,Indian,1/1/2023,2/1/2023,2/10/2023,2,1,1,Leisure,Completed,First-Time Visitor,9,7
1825,Hanafi,Male,37,Russian,9/1/2019,9/1/2019,9/5/2019,0,1,1,Business,Early Check-Out,First-Time Visitor,4,12
1826,Melanie,Male,49,Russian,10/19/2019,11/22/2019,11/23/2019,3,1,1,Leisure,Completed,First-Time Visitor,3,13
1827,Hanno,Male,41,Iranian,1/1/2023,2/1/2023,2/10/2023,1,1,1,Leisure,Completed,First-Time Visitor,9,7
1828,Pedro,Male,39,Russian,3/13/2019,3/15/2019,3/18/2019,1,1,1,Leisure,Completed,First-Time Visitor,3,7
1829,YEON SUNGJUN,Female,49,Russian,10/26/2021,1/20/2022,1/24/2022,0,1,1,Corporate,Completed,First-Time Visitor,4,16
1830,JAWAID AHMAD,Male,40,Russian,8/21/2020,8/21/2020,8/22/2020,0,1,1,Business,Early Check-Out,First-Time Visitor,3,12
1831,Mrs Rachel Doyle,Male,64,Russian,4/11/2019,4/11/2019,4/13/2019,3,1,1,Leisure,Early Check-Out,Regular Guest,4,12
1832,James,Female,45,Russian,2/21/2019,3/7/2019,3/10/2019,1,1,1,Leisure,Completed,First-Time Visitor,3,16
1833,Tiziana,Female,35,Indian,10/7/2022,10/7/2022,10/9/2022,2,1,1,Leisure,Early Check-Out,First-Time Visitor,4,12
1834,Javad,Female,30,Russian,5/4/2019,5/24/2019,6/15/2019,1,1,1,Leisure,Early Check-Out,First-Time Visitor,44,21
1835,SUKHBAATAR,Female,57,Russian,6/23/2019,6/23/2019,6/25/2019,3,1,1,Leisure,Completed,Regular Guest,4,12
1836,James,Female,21,Russian,6/15/2022,6/15/2022,6/16/2022,2,1,1,Leisure,Completed,Regular Guest,3,12
1837,Kevin,Male,36,Russian,10/30/2019,11/2/2019,11/13/2019,1,1,1,Leisure,Completed,First-Time Visitor,33,9
1838,Yang,Male,25,Russian,5/23/2019,5/23/2019,6/2/2019,0,1,1,Business,Completed,First-Time Visitor,34,12
1839,MRS SHEILA ,Female,45,Saudi Arabian,12/26/2015,12/26/2015,12/27/2015,3,1,1,Leisure,Early Check-Out,First-Time Visitor,3,12
1840,Bhargav Chandra ,Male,18,Turkish,4/8/2019,4/8/2019,4/11/2019,2,1,1,Leisure,Completed,Regular Guest,3,12
1841,NAN,Female,33,Russian,2/14/2019,2/15/2019,2/17/2019,3,1,1,Leisure,Completed,Regular Guest,4,8
1842,MEHRAN,Male,55,Indian,8/28/2019,8/29/2019,9/10/2019,3,1,1,Leisure,Completed,First-Time Visitor,34,8
1843,Aziz,Female,19,Turkish,1/1/2023,2/1/2023,2/10/2023,3,1,1,Leisure,Completed,First-Time Visitor,9,7
1844,Jeremy,Male,37,Iranian,1/1/2023,2/1/2023,2/10/2023,0,1,1,Corporate,Completed,First-Time Visitor,9,7
1845,chinara,Female,35,Turkish,3/28/2019,3/29/2019,4/1/2019,0,1,1,Corporate,Completed,First-Time Visitor,3,8
1846,Ashley,Female,37,Russian,3/16/2016,3/17/2016,3/17/2016,3,1,1,Leisure,Completed,First-Time Visitor,4,8
1847,Dany,Female,48,Azerbaijani,5/6/2019,5/6/2019,5/7/2019,3,1,1,Leisure,Completed,First-Time Visitor,3,12
1848,Kathy,Male,38,Russian,1/21/2021,1/29/2021,2/5/2021,0,1,1,Corporate,Completed,First-Time Visitor,7,8
1849,Balasubramanian R,Female,67,Russian,4/27/2015,5/30/2015,6/5/2015,0,1,1,Business,Early Check-Out,Regular Guest,6,17
1850,Mrs Natasha Robert,Male,69,Russian,9/16/2019,9/16/2019,9/16/2019,3,1,1,Leisure,Completed,First-Time Visitor,4,12
1851,Sudhir,Female,45,Russian,9/16/2019,9/16/2019,9/17/2019,0,1,1,Corporate,Completed,First-Time Visitor,3,12
1852,Alain Martin,Female,29,Azerbaijani,8/2/2019,8/17/2019,8/20/2019,1,1,1,Leisure,Completed,Regular Guest,3,16
1853,David,Female,46,Azerbaijani,6/13/2022,6/13/2022,6/16/2022,3,1,1,Leisure,Completed,Regular Guest,3,12
1854,Maria,Female,38,Russian,1/1/2019,1/1/2019,1/5/2019,2,1,1,Leisure,Completed,First-Time Visitor,4,12
1855,Mr Oswald Giese,Female,30,Azerbaijani,11/26/2016,11/28/2016,11/29/2016,0,1,1,Business,Completed,First-Time Visitor,3,7
1856,VIKAS PAL,Female,39,Russian,5/23/2019,5/24/2019,6/3/2019,1,1,1,Leisure,Completed,First-Time Visitor,34,8
1857,Michael C,Male,27,Russian,9/22/2019,9/22/2019,9/25/2019,2,1,1,Leisure,Early Check-Out,First-Time Visitor,3,12
1858,Nick,Female,52,Azerbaijani,9/1/2022,9/16/2022,9/17/2022,3,1,1,Leisure,Completed,First-Time Visitor,3,16
1859,Jenny,Female,59,Russian,1/1/2023,2/1/2023,2/10/2023,0,1,1,Business,Completed,First-Time Visitor,9,7
1860,Mrs Yuki Yoshida,Male,39,Russian,4/12/2020,4/12/2020,4/15/2020,0,1,1,Corporate,Completed,First-Time Visitor,3,12
1861,Mrs Pham Thi Van Anh,Female,36,Azerbaijani,9/1/2019,9/1/2019,9/5/2019,3,1,1,Leisure,Early Check-Out,First-Time Visitor,4,12
1862,Mr Hiroshi Uchida,Female,57,Azerbaijani,4/30/2022,5/3/2022,5/7/2022,0,1,1,Corporate,Completed,First-Time Visitor,4,9
1863,Mr Thomas,Female,45,Turkish,4/16/2016,5/17/2016,5/19/2016,0,1,1,Business,Early Check-Out,First-Time Visitor,4,7
1864,Mrs ML Serra,Female,86,Indian,1/1/2023,2/1/2023,2/10/2023,3,1,1,Leisure,Early Check-Out,Regular Guest,9,7
1865,Rahul,Female,32,Russian,11/20/2017,11/20/2017,11/21/2017,3,1,1,Leisure,Completed,Regular Guest,3,12
1866,Ivanka,Male,48,Indian,7/5/2019,7/5/2019,7/12/2019,2,1,1,Leisure,Early Check-Out,First-Time Visitor,7,12
1867,CHRISTIAN ,Female,52,Turkish,1/4/2016,2/1/2016,2/2/2016,0,1,1,Business,Completed,First-Time Visitor,3,16
1868,SANJAY GUPTA,Male,36,Turkish,9/21/2016,9/21/2016,9/25/2016,3,1,1,Leisure,Early Check-Out,First-Time Visitor,4,12
1869,Mrs Aishwarya Mishra,Male,29,Spanish,1/1/2023,2/1/2023,2/10/2023,1,1,1,Leisure,Completed,Regular Guest,9,7
1870,Ms Angelo Curry,Female,44,Azerbaijani,1/1/2023,2/1/2023,2/10/2023,1,1,1,Leisure,Early Check-Out,Regular Guest,9,7
1871,Mr Raghu Kadoju,Female,30,Russian,6/2/2016,7/9/2016,7/11/2016,0,1,1,Corporate,Completed,First-Time Visitor,4,17
1872,Alfred Chan,Male,28,Russian,6/7/2021,7/9/2021,7/12/2021,0,1,1,Business,Completed,First-Time Visitor,3,17
1873,Brian,Male,45,Russian,7/21/2017,9/6/2017,9/10/2017,3,1,1,Leisure,Completed,Regular Guest,4,15
1874,Mr Ehsan M,Male,49,American,8/9/2016,8/9/2016,8/13/2016,2,1,1,Leisure,Early Check-Out,Regular Guest,4,12
1875,Jordan Chen,Female,27,Russian,1/1/2023,2/1/2023,2/10/2023,0,1,1,Business,Early Check-Out,First-Time Visitor,9,7
1876,Mrs Alicia S Pine,Male,36,Iranian,8/19/2021,8/19/2021,8/20/2021,1,1,1,Leisure,Completed,First-Time Visitor,3,12
1877,Mrs Calvin Zuniga,Female,66,Russian,4/23/2023,5/16/2023,5/21/2023,0,1,1,Corporate,Early Check-Out,First-Time Visitor,5,5
1878,Mr Dinesh,Female,41,American,7/27/2019,7/27/2019,7/30/2019,0,1,1,Business,Completed,First-Time Visitor,3,12
1879,Eric,Male,35,Azerbaijani,1/21/2021,1/24/2021,1/28/2021,2,1,1,Leisure,Completed,Regular Guest,4,9
1880,Mr Achmad Nugroho,Male,48,Turkish,2/5/2016,2/5/2016,2/10/2016,3,1,1,Leisure,Completed,First-Time Visitor,5,12
1881,Vipul,Male,39,Russian,9/12/2019,10/19/2019,10/24/2019,0,1,1,Corporate,Completed,First-Time Visitor,5,17
1882,Mr Saad Bin Saleh,Female,26,Iranian,8/15/2019,8/18/2019,8/23/2019,1,1,1,Leisure,Early Check-Out,First-Time Visitor,5,9
1883,Michael,Male,27,Iranian,8/24/2022,8/24/2022,8/25/2022,3,1,1,Leisure,Completed,First-Time Visitor,3,12
1884,James,Female,32,Turkish,1/1/2023,2/1/2023,2/10/2023,3,1,1,Leisure,Completed,First-Time Visitor,9,7
1885,Mrs Danille Proudfoot,Female,38,Azerbaijani,12/23/2017,1/1/2018,1/2/2018,3,1,1,Leisure,Completed,First-Time Visitor,3,9
1886,Miss Vivianna Tadd,Male,21,Saudi Arabian,4/10/2016,4/17/2016,4/18/2016,3,1,1,Leisure,Early Check-Out,Regular Guest,3,7
1887,Julie,Male,64,Azerbaijani,1/1/2023,2/1/2023,2/10/2023,0,1,1,Business,Completed,First-Time Visitor,9,7
1888,Sibir,Female,41,Russian,1/1/2023,2/1/2023,2/10/2023,2,1,1,Leisure,Completed,First-Time Visitor,9,7
1889,Ms Ruth A Parrish,Female,49,Azerbaijani,4/10/2019,4/10/2019,4/11/2019,2,1,1,Leisure,Completed,Regular Guest,3,12
1890,Taiyeb Ibrahim,Male,22,Turkish,3/20/2019,3/29/2019,4/2/2019,0,1,1,Business,Early Check-Out,First-Time Visitor,4,9
1891,SARA,Male,60,Russian,1/1/2023,2/1/2023,2/10/2023,0,1,1,Corporate,Completed,First-Time Visitor,9,7
1892,Chakib,Female,39,Russian,10/21/2016,10/21/2016,10/22/2016,0,1,1,Business,Completed,Regular Guest,3,12
1893,Mr Shakti S Kodiyankara,Male,25,Indian,1/1/2023,2/1/2023,2/10/2023,2,1,1,Leisure,Completed,First-Time Visitor,9,7
1894,Mr Srihari Rittala,Male,61,Russian,6/21/2019,6/24/2019,6/28/2019,0,1,1,Corporate,Completed,First-Time Visitor,4,9
1895,James,Female,20,Russian,6/11/2022,8/30/2022,9/6/2022,0,1,1,Business,Completed,First-Time Visitor,7,21
1896,Mr Shaun Hess,Male,38,Russian,9/24/2019,9/24/2019,9/26/2019,0,1,1,Business,Completed,First-Time Visitor,4,12
1897,Mr Zhang,Female,23,Russian,9/29/2016,9/29/2016,10/1/2016,2,1,1,Leisure,Early Check-Out,Regular Guest,4,12
1898,Mr Eric Samuel,Male,32,Russian,6/3/2019,8/26/2019,9/2/2019,2,1,1,Leisure,Completed,First-Time Visitor,7,16
1899,Rohan,Male,45,Russian,12/28/2022,3/28/2023,4/4/2023,1,1,1,Leisure,Early Check-Out,First-Time Visitor,7,15
1900,Megha,Female,68,Azerbaijani,1/1/2023,2/1/2023,2/10/2023,3,1,1,Leisure,Early Check-Out,First-Time Visitor,9,7
1901,PATEL PREM,Female,31,Turkish,8/27/2019,8/29/2019,9/1/2019,1,1,1,Leisure,Completed,First-Time Visitor,3,7
1902,Mr Rakesh Gautam,Male,31,Azerbaijani,10/14/2019,10/14/2019,10/16/2019,0,1,1,Corporate,Completed,Regular Guest,4,12
1903,Alan,Male,45,Russian,3/23/2022,3/27/2022,4/2/2022,1,1,1,Leisure,Early Check-Out,First-Time Visitor,6,6
1904,bilal,Male,27,Russian,6/20/2019,6/20/2019,6/22/2019,3,1,1,Leisure,Early Check-Out,Regular Guest,4,12
1905,MARCEL,Male,32,American,6/2/2019,6/2/2019,6/4/2019,0,1,1,Corporate,Completed,First-Time Visitor,4,12
1906,SUMILA T N,Male,36,Iranian,7/13/2019,7/13/2019,7/14/2019,1,1,1,Leisure,Completed,First-Time Visitor,3,12
1907,BRYAN,Male,41,Iranian,1/26/2020,1/26/2020,1/27/2020,1,1,1,Leisure,Completed,Regular Guest,3,12
1908,Shankar,Female,37,Indian,8/10/2017,8/15/2017,8/18/2017,1,1,1,Leisure,Early Check-Out,First-Time Visitor,3,5
1909,Dora,Male,31,Azerbaijani,1/1/2023,2/1/2023,2/10/2023,3,1,1,Leisure,Completed,First-Time Visitor,9,7
1910,Dipankar Saha,Female,35,Turkish,1/1/2023,2/1/2023,2/10/2023,3,1,1,Leisure,Early Check-Out,First-Time Visitor,9,7
1911,Mrs Sibel ahin,Male,29,Turkish,7/10/2021,7/10/2021,7/10/2021,1,1,1,Leisure,Completed,First-Time Visitor,4,12
1912,Alexander,Female,28,Iranian,1/1/2023,2/1/2023,2/10/2023,2,1,1,Leisure,Completed,Regular Guest,9,7
1913,Joshua Tan,Male,27,Saudi Arabian,5/24/2020,5/24/2020,5/30/2020,1,1,1,Leisure,Early Check-Out,Regular Guest,6,12
1914,Mr Abubakar Agbo,Female,39,Russian,1/1/2023,2/1/2023,2/10/2023,0,1,1,Business,Completed,First-Time Visitor,9,7
1915,Nancy,Female,24,Russian,10/2/2019,10/5/2019,10/8/2019,2,1,1,Leisure,Early Check-Out,First-Time Visitor,3,9
1916,Mr Ramanand Lanka,Female,24,Turkish,3/15/2019,3/15/2019,3/16/2019,0,1,1,Business,Completed,First-Time Visitor,3,12
1917,Mrs Alicia L Shepherd,Female,59,Russian,3/13/2016,3/13/2016,3/15/2016,0,1,1,Corporate,Completed,Regular Guest,4,12
1918,Ilias,Female,37,Azerbaijani,8/24/2019,9/6/2019,9/10/2019,0,1,1,Corporate,Early Check-Out,First-Time Visitor,4,17
1919,Maria,Male,27,American,4/21/2021,4/21/2021,4/28/2021,3,1,1,Leisure,Early Check-Out,First-Time Visitor,7,12
1920,HARRY,Male,29,Indian,9/16/2022,9/17/2022,9/19/2022,1,1,1,Leisure,Completed,First-Time Visitor,4,8
1921,MRS SUNETA RANJAN,Male,22,Russian,12/2/2017,12/17/2017,12/18/2017,2,1,1,Leisure,Completed,First-Time Visitor,3,16
1922,Juliana,Male,62,Russian,8/22/2019,8/22/2019,8/24/2019,3,1,1,Leisure,Completed,Regular Guest,4,12
1923,Michael,Female,64,Saudi Arabian,8/1/2019,8/16/2019,8/18/2019,0,1,1,Corporate,Completed,Regular Guest,4,16
1924,Tahar Megharsi,Female,20,Russian,8/4/2019,8/13/2019,8/15/2019,2,1,1,Leisure,Completed,First-Time Visitor,4,9
1925,Sushanth,Male,58,Russian,1/1/2023,2/1/2023,2/10/2023,2,1,1,Leisure,Completed,First-Time Visitor,9,7
1926,Jiang Huidong,Male,30,Russian,6/8/2019,6/10/2019,6/14/2019,2,1,1,Leisure,Completed,First-Time Visitor,4,7
1927,Jameela,Male,24,Iranian,1/9/2022,1/19/2022,1/26/2022,2,1,1,Leisure,Completed,First-Time Visitor,7,21
1928,Dimitrios,Male,52,Turkish,12/7/2018,3/4/2019,3/10/2019,0,1,1,Business,Completed,First-Time Visitor,6,17
1929,POROVSHCHIKOV,Female,32,Russian,4/10/2015,4/11/2015,4/14/2015,3,1,1,Leisure,Completed,First-Time Visitor,3,8
1930,Martin,Male,32,Russian,10/20/2019,10/20/2019,10/21/2019,0,1,1,Corporate,Early Check-Out,First-Time Visitor,3,12
1931,Natalie,Male,53,Indian,1/1/2023,2/1/2023,2/10/2023,2,1,1,Leisure,Completed,Regular Guest,9,7
1932,WANG YANGLI,Male,45,Russian,10/14/2022,10/14/2022,10/17/2022,0,1,1,Business,Completed,First-Time Visitor,3,12
1933,Mr Prajwal S,Female,38,Russian,6/6/2016,6/6/2016,6/11/2016,2,1,1,Leisure,Completed,First-Time Visitor,5,12
1934,shafag,Female,39,Austria,9/13/2019,9/13/2019,9/14/2019,1,1,1,Leisure,Completed,First-Time Visitor,3,12
1935,Ashaqi,Male,29,Kazakhstan,9/23/2022,9/24/2022,9/25/2022,3,1,1,Leisure,Completed,Regular Guest,3,8
1936,Mr Arafat Ahmed,Male,47,Saudi Arabian,1/1/2023,2/1/2023,2/10/2023,0,1,1,Business,Early Check-Out,Regular Guest,9,7
1937,Mrs Priska Afif,Male,26,Russian,1/3/2020,1/3/2020,1/4/2020,0,1,1,Business,Completed,First-Time Visitor,3,12
1938,Mr Joshua Knee,Female,28,Russian,10/28/2020,10/30/2020,10/31/2020,3,1,1,Leisure,Completed,First-Time Visitor,3,7
